product_title,average_rating,total_reviews,review_author,review_rating,review_text
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,seph,5,Samsung always doing their thing. Love their products
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Fil,5,"Muy buen producto, superó mis espectativas y tiene un buen precio."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Davis,5,Got it connected no problems so far
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Elizabeth B,2,"This was my first time (and the 2nd didn't fair any better) buying an unlocked phone from Amazon. I loved this phone, but it wouldn't work with Sprint, T-Mobile, AT&T, Spectrum or Cincinnati Bell. I would WARN anyone trying to do the unlocked phone thing to be VERY careful."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Tania Bailey,5,Great phone so far. My daughter uses it for games and seems fast and reliable.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Lorine C.,1,"THIS PHONE CAUGHT ON FIRE. I TOOK THE BACK OFF TO LOOK AT THE BATTERY .The phone gave a popping sound. I drop it to the floor. It was burning up. My aide ran in my room. "" Quote (hurry let me take this outside it can blow up. }She got something to pick it up and went outside and throw it away on the concrete."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,H_Review,2,I only use this phone to check work email because I don’t want company app on my iPhone 12. This Samsung phone is about 30 seconds slower than my iPhone 12. Otherwise it’s ok.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Amazon Customer,1,When i get it i let you know then if i like it are not seem to me ever order i make to amazon past 4 months ever thing getting lost are delay for some reason.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,angela vazquez bueno,5,"For call, for message ,for video ,for music ,everything"
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,David webb,1,Purchased on February 3 20 and won't charge now three months
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Einar Diaz,5,Battery is really good . Long time
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Carolynn Clouthier,5,Works great and love the pictures that is nice and clear in this celler phone buy it .I love it .
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Jonathan Bouchard,1,Honestly nothing. Everything was.going fine with it until my guarantee ran out. Ive been having alot of problems charging the phone. And since a week not abĺe to charge it. Now im stuck with a 200$ phone that i cant used.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Sierra,1,Only received an empty product box with charger and sd card so a scam.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Lamir Lowe,5,"Samsung androids might be the best. Although it is not the Flagship ""S,"" the ""A"" is the best android platform I've experienced. The battery life is excellent, although my phone is fairly new (approximately 1month now). The resolution is excellent for it's current price. As is its sound quality. The aesthetic of Samsung's applications are very appealing."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Amazon Customer,1,Dont get it
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Jorge E.,5,"Buen producto con una buana calidad,y responsabilidad al entregar ."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Saisha Martin,5,Very good...I love the phone i dont normally like new phones with all the extra details hard for me to work but yes the phone is good the battery dont last as long as I'd like but It does last long.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Amazon Customer,5,Good phone for the money if you don't want all the bells and whistles. Does everything you need and battery life is very good. Camera is decent
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Andres Salazar,5,Lo solicite liberado para enviarlo a otro país en la descripción no dice si es unlocked
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Diane P Ficalora,5,Very pleased with fast delivery and product...only spanish instructions included could be an issue with some
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Monica,5,My dad loves this phone . It’s a bit more modern for him with the finger print the back of phone which was an adjustment. But the phone has been great so far.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,kaylee da costa,4,I'm really excited about the phone but I've yet to use it because it doesn't have a regular sim card. You have to poke like a needle in a very tiny hole. I don't have that because of my ms and the way my hand shakes. I personally don't like sharp or pointy things around me. I'm going to order a needle and try it so it should be working soon. I like the sharpness of the images.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Lisa M Schmidt,1,"I hate this phone. I have nothing bad to say about the seller, it arrived quickly and is what was promised. However, I find this phone absolutely maddening and have wanted to throw it or drop kick it so many times that I've lost count. The most annoying feature is it's accidental touch protection. If you set the phone down, like on a table, and you want to use it, you cannot. It will not respond to touch unless you pick it up. There is a place to turn it off in the settings, but it still does this even after you tell it not to. It is a large, heavy phone and I do not always want to hold it, I should be able to set it down and use it, but no. Accidental touch is not something I've ever even worried about with smart phones. I don't know why they felt it was a necessary feature. I used a Samsung Galaxy s6 edge for four years and switching to this phone was painful. I'm comparison, this phone is a cheap pos. I really like the Google sky map app, it won't work on this phone. After about a month of use, it's decided it doesn't work inside my house. All calls are garbled and it drops most of them. It frequently loses connection to the network when outside of the home as well. I would give it zero stars if possible. I wish I understood the difference between the s model and the a model before purchasing because I would not have bought this phone. It's become so useless after a little over a month of use that I've broken down and spent the money for an s9. I would have just bought one in the first place if I knew how cheaply made this one .was."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,soph,1,"One week after purchasing, the internal mic stopped working. I couldn't send voicenotes and when I made a call, the person on the other end couldn't hear me."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Jessica Osborne,1,Wasn’t compatible my company
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Dayanis romero,1,"The clock was wrong and I can’t put the alarm, the location not work properly was waste of money"
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,marc turgeon,4,tres bon produit
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,mackeal rawls,3,"Decent phone but not kid friendly. Charger port can be easily broken. Make sure it's not forced or bent, when plugged into the charger."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Kim W,5,"Product was exactly as described, arrived when it was supposed to & without damage"
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Amazon Customer,5,Very nice phone
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Tony,5,Awesome device
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Amazon Customer,1,"I tried to give them a benefit of doubt until I turned on my ""supposedly"" new phone. There was still pictures on the drive, the charger they had with it was not one you connect to the wall, but they gave a cheap generic charger... There was no sims cards with it. I am going try to post some pics to show you proof."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Uchey,5,Perfect! Was for my grandma and it did the job.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Amazon Customer,5,"Absolutely beautiful phone, brand new. Fingerprint reader is amazing and battery life is unreal 3 days plus."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Bob,2,"I have had nothing but problems since I had this phone. I am in the process of trying to find me another one. It keep losing connections! I have been to the ""store"" three times to get it fixed. I had a hard time getting all my information to transfer from my old phone. It just stop letting me send or receive pictures through my emails. Now my bluetooth keeps going in and out. Will not stay connected. Still can't set up voice mail! It seems like it's there, but can't retrieve them. My first and last Samsung. Thank You"
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Nikki5,2,"Screen kept going black and the camera took pics that looked like xrays. My mum just needed talk and text so that didn’t really bother us but screen blacking out constantly did, multiple people in the household tried to get it to work. Maybe just a bad one but my mum needs a reliable phone."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Ryan,5,It's a well balanced phone and came as advertised.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Danny,2,This phone is slow as heck. it takes a while just for it to load the unlock screen when it is already turned on. having more than one app open in the background makes the phone freeze. the only good thing is the camera... and its not great.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Amazon Customer,5,Love it! Great video quality and sound.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,John Paulus,3,It was a good price but it was tough to get going and then transfer all my data. I still don't have all of my voicemails.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Candy,5,This phone is wonderful I would buy another before I travel. This phone was for my nine-year-old and it’s unbelievable it’s better than my iPhone 11 you can search the web and watch YouTube videos at the same time how cool is that.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,J Green,5,"My friends that have iPhones say the camera is much clearer on this model than theirs, it fits in your hand nicely."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Nelson,5,Orijinal
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Shari,3,"The phone itself was great, but it was only capable of 3G. It would not work for my purpose."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Douglas Cobb,5,Great inexpensive Cell phone
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Robert Ross,4,They sent the wrong color which caused my daughter to go mental but other then that great phon
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Elvira Espinosa,1,Don't work good. ):
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Tammy Jones,1,Does not work in the US and is completely useless. This is a issue that should be in the main description of the ad. Not close to the end of ad. Very disappointed in Amazon and this phone
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Jennifer Marks,5,"Quick delivery, no issue set up. Gift for son and he likes it. So far so good, will revise if any issues happen."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Amazon Customer,1,phone number missing on sim card and no support from samsung
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,PEGGY ALLEN,4,Great phone just what I needed
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Sandra Chasing Hawk,1,Nothing
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Talking Walls Photography,5,"After reading both positive and negative reviews, I took the plunge and upgraded from Android 4.4 phone to this one. The phone is impressive and I have no issues with the quality of the device. There is one issue though where it seems to turn off or halt, and pressing the power button doesn't do anything. It's happened twice in 2 months. The solution is to press the power and volume buttons and it reboots. Not certain if this is my error or not."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Seb,5,"Produit abordable avec la qualité Samsung, garde bien sa charge, reçoit les dernières mises à jour"
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Vickie Ferguson,2,This phone has very little memory. I am looking for another phone. Not happy
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Robert C. Deaton,1,"Does not work for Cricket wireless, do not buy if you plan to use it for Cricket. Also do not buy unless you are comfortable buying a used phone."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Franco Zuniga,5,Me gustó mucho y el envío fue muy rápido.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Misty Omayer,2,It came looking great but its not 3g or 4g and it is not GSM too. So it was not usefull to me. So I feel the add is miss led. So becarefull with this one.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,jim bancroft,5,WORKS GOOD
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Robert Porter,5,"I have used Samsung phones for the majority of my life and they always perform, this one is perfect for the price just make sure to pick up a SD card, also I do not recommend hardcore gaming with this phone."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Nicholas Cerbone,3,Did not work with straight talk as advertised
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Cheryl Frank,1,This phone is no longer compatible with ATT as of January 19th. The seller needs to update comments on compatibility. I am returning this phone.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Shareida McDonald,3,This product need more option with updating it system. Its run very slow.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Autumn Dude,4,Brought and sent this phone to relative in Venezuela. Disappointed to find out that it did not include headphones.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,a. cable,1,"This phone sucks, it will not connect to any internet and even when I try to use my phone service, it will not update anything and when I took it to see if I could get help with it they couldn't figure it out, I wont get this phone agian"
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Pavan,3,Not really well
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Damiane McKenzie,3,Ok Budget phone
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Amazon Customer,5,Worth the money
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Millionmike,5,Samsung Android phone you get what you pay for it gets the job done just understand the specs of the phone your buying don’t expect a flagship galaxy but a workhorse none the less
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,kmorganza,5,I really needed a new phone and this was definitely worth the money.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Marlin L. Borsick,5,"This replaced an outdate Windows phone and allows me to get greater use from apps which can help in my job duties. Very7 Pleased with display, features, Wi-Fi, etc. Was a good price and was able to get it into service quickly without any problems. Felt it was a good choice. Also delivery was quick, no damage to t he phone or packaging. Very Pleased with this purchase"
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Alejandro Ramos Sánchez,5,Bien protegido y empaque sellado... Lo recomiendo.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Ahmed Abderaman,5,Package was broken.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Barb Lynch,5,"Haven't had it activated yet, but have everything transferred from other phone. Pleased with the results."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Rosalina Nieves,3,Well iv been trying to gey this pho e activate it and no carrier will do ot cause its locked not happy at all dosen't say that om the description other wise i wouldn't of bought it mow i don't knpw what to do
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Joyce B.,4,Regular use...i like everything about it...
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,José Luis,5,Llegó en excelentes condiciones rápido y bien sellado excelente SmartPhone
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Nora Saenz,5,"Es para mi hijo haber que tal,hasta ahorita todo bien. Buen Samsung"
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Stacey,5,Best Buy
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Rei,3,This phone works well except the SD64 GB does not work and it tells me the card is corrupt and will not allow pictures to be taken unless you switch storage to phone.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Nana,5,I love this phone!Nice and improved features.
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Amazon Customer,5,My cousin love it
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,lanna walcott,5,"Excellent purchase, this phone has met and surpassed the expectations."
"Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ Infinity-V Display, 13MP+2MP Dual Rear +8MP Front Cameras, GSM Unlocked Smartphone - Blue",4.3,982,Denise Vaughters,1,"I bought the Samsung Galaxy A10s phone in October of last year & after having it for about 5 years, all of a sudden I can't receive calls or call out. Now I'm just finding out that it's not from the US or under US warranty 🤬🤬🤬🤬"
